theta Angle (-180/180);Phi Angle (0/175 with 5 step); Gain PCD (magnitude); Gain PCD (phase)
145.728;80.05;-29.22270698;-124.5279746
146.695;80.05;-29.67524153;-114.5628926
147.733;80.05;-30.18485523;-101.5367759
148.617;80.05;-30.71816453;-90.21550809
149.677;80.05;-32.07776558;-88.49099098
150.688;80.05;-32.66469144;-83.65588919
151.666;80.05;-32.56927607;-96.33798079
152.655;80.05;-30.00581722;-103.9611249
153.627;80.05;-29.00205599;-112.3157342
154.682;80.05;-27.27448231;-122.0038692
155.703;80.05;-25.91431745;-122.3355293
156.703;80.05;-25.92533013;-120.4973735
157.719;80.05;-27.05433007;-126.9835989
158.62;80.05;-28.29515762;-140.2194083
159.73;80.05;-28.27592531;-149.2119364
160.658;80.05;-28.55901741;-159.7292672
161.625;80.05;-29.90574222;-172.6120275
162.641;80.05;-30.88490513;179.3958044
163.652;80.05;-32.83084454;169.7859089
164.646;80.05;-37.48878333;153.8807883
165.69;80.05;-39.20547391;141.2557983
166.69;80.05;-38.79867896;152.7948327
167.684;80.05;-38.8793217;132.7448841
168.717;80.05;-39.17870988;83.46084413
169.706;80.05;-39.8882121;53.95025979
170.716;80.05;-41.33401015;88.16179357
171.639;80.05;-41.70956586;116.8037013
172.705;80.05;-44.33789769;71.09139942
173.699;80.05;-40.20013579;-17.49561353
174.627;80.05;-36.03025762;-30.88991491
175.688;80.05;-34.47481083;-18.48244975
176.72;80.05;-35.64909494;-3.560696414
177.599;80.05;-37.01693825;32.2012185
178.582;80.05;-35.736514;82.37979477
-178.633;85.1;-33.06202003;155.561541
-177.704;85.1;-35.06387794;-174.6075649
-176.639;85.1;-35.77229306;-111.8045417
-175.655;85.1;-34.40355897;-55.95323276
-174.639;85.1;-31.1331408;-16.40429801
-173.667;85.1;-28.00585087;21.70382319
-172.705;85.1;-26.49488199;45.52310938
-171.689;85.1;-25.48762262;68.0212087
-170.7;85.1;-23.31039688;94.66792309
-169.624;85.1;-23.44194731;124.6202211
-168.662;85.1;-24.46994045;168.1982648
-167.69;85.1;-26.15062502;-148.8711533
-166.679;85.1;-27.97336227;-106.9204976
-165.674;85.1;-28.96731206;-66.95911486
-164.609;85.1;-26.54860251;-10.21396017
-163.702;85.1;-24.95383511;21.406801
-162.697;85.1;-24.73370001;50.80989396
-161.609;85.1;-26.85069497;83.52865303
-160.659;85.1;-32.22342664;113.7928261
-159.659;85.1;-40.28415997;-144.9037827
-158.709;85.1;-30.54664693;-69.30422764
-157.693;85.1;-28.22655762;-48.59686644
-156.643;85.1;-27.66455254;0.575824316
-155.627;85.1;-28.40059928;36.56329587
-154.622;85.1;-29.33554107;86.37145972
-153.655;85.1;-30.42844678;127.2498177
-152.644;85.1;-35.37336932;-179.9659887
-151.678;85.1;-34.57678286;-69.96568561
-150.683;85.1;-28.15726161;-26.10670808
-149.618;85.1;-25.62306052;9.040881365
-148.662;85.1;-24.51005587;49.68946355
-147.618;85.1;-24.64754159;85.28065803
-146.723;85.1;-24.92832982;112.6857984
-145.674;85.1;-28.58387226;138.4888095
-144.652;85.1;-40.30561259;176.8896936
-143.68;85.1;-33.95755697;28.3603548
-142.702;85.1;-25.58849245;50.12585626
-141.708;85.1;-23.47575857;67.08267934
-140.658;85.1;-23.78667157;92.32433721
-139.642;85.1;-27.24872743;117.9528171
-138.67;85.1;-37.18606006;160.7380999
-137.621;85.1;-40.99474372;6.197093994
-136.626;85.1;-27.18964358;36.53010093
-135.704;85.1;-23.66800849;54.15887596
-134.704;85.1;-22.99313861;80.43491478
-133.644;85.1;-25.48863018;102.2896632
-132.715;85.1;-29.90902013;140.3045048
-131.688;85.1;-41.25663313;157.4413913
-130.694;85.1;-28.61209464;47.61675644
-129.634;85.1;-23.58950835;54.35390639
-128.711;85.1;-22.45182308;78.02397416
-127.694;85.1;-23.20411653;102.7372383
-126.717;85.1;-26.41375201;142.3722426
-125.662;85.1;-34.72083346;173.0604217
-124.618;85.1;-30.96442073;-18.84928242
-123.701;85.1;-28.41126206;11.18511329
-122.657;85.1;-27.82532757;68.92919914
-121.641;85.1;-24.61218806;109.2698207
-120.768;85.1;-25.51602054;144.8983973
-119.735;85.1;-28.48792865;-155.1802577
-118.631;85.1;-25.89866924;-86.85792619
-117.669;85.1;-28.80332096;-45.66396777
-116.604;85.1;-29.31970712;24.87248097
-115.631;85.1;-28.79770966;92.28888295
-114.615;85.1;-28.48922734;150.5477065
-113.594;85.1;-26.10583134;-154.0981215
-112.638;85.1;-25.72418072;-103.5526577
-111.61;85.1;-24.41252576;-66.27530046
-110.688;85.1;-26.37126841;-21.55936877
-109.6;85.1;-28.82869821;29.91207136
-108.644;85.1;-29.34073541;106.5122568
-107.666;85.1;-30.54219968;-179.7395905
-106.661;85.1;-24.73470878;-120.0598319
-105.645;85.1;-23.20025818;-84.94242092
-104.678;85.1;-23.6143325;-46.50489795
-103.645;85.1;-24.59808389;-10.82945137
-102.646;85.1;-29.81593821;26.60646401
-101.668;85.1;-33.85340519;129.6789389
-100.663;85.1;-26.22364474;-153.1487334
-99.707;85.1;-23.87203722;-124.1492616
-98.68;85.1;-23.01811103;-84.78036249
-97.674;85.1;-23.45830286;-44.48798466
-96.697;85.1;-23.5722444;-7.148435051
-95.68;85.1;-26.43362422;34.88241822
-94.675;85.1;-32.80485916;91.23799144
-93.67;85.1;-31.05941729;-174.4508509
-92.648;85.1;-24.25485715;-106.5640071
-91.615;85.1;-20.4225183;-92.96898733
-90.676;85.1;-20.34251725;-67.99871299
-89.643;85.1;-22.28989813;-46.86152727
-88.693;85.1;-25.54712974;-19.95944231
-87.677;85.1;-38.95948397;91.80449987
-86.694;85.1;-28.61200321;164.9220947
-85.65;85.1;-21.03543924;-157.1112715
-84.727;85.1;-20.04570362;-144.0085776
-83.639;85.1;-18.88978722;-119.9238793
-82.64;85.1;-20.3420623;-98.6039563
-81.678;85.1;-22.62585034;-82.70179991
-80.684;85.1;-36.07658325;-54.70197137
-79.646;85.1;-27.0725303;121.0489628
-78.624;85.1;-20.62386435;138.9011999
-77.652;85.1;-17.77214391;155.915071
-76.63;85.1;-16.54956533;162.6052515
-75.652;85.1;-17.64037665;-179.4880447
-74.674;85.1;-20.04789831;-174.0585591
-73.719;85.1;-28.26792147;-170.1284786
-72.686;85.1;-30.083201;54.22478893
-71.653;85.1;-19.46327506;44.5947008
-70.664;85.1;-16.52461541;53.53263684
-69.692;85.1;-14.51820072;60.52673685
-68.632;85.1;-14.27020832;66.22578892
-67.737;85.1;-14.90001565;70.73102865
-66.66;85.1;-17.06311673;68.32311148
-65.666;85.1;-22.17879747;49.92489476
-64.605;85.1;-24.22954837;-4.054722298
-63.683;85.1;-19.05795203;-38.61182076
-62.71;85.1;-14.17253481;-44.22958013
-61.694;85.1;-11.94836405;-42.74209807
-60.683;85.1;-10.53366473;-40.83547291
-59.667;85.1;-9.995579627;-38.04133845
-58.7;85.1;-10.0988813;-31.82100615
-57.657;85.1;-10.71060981;-31.08312314
-56.624;85.1;-11.66542993;-28.0921897
-55.657;85.1;-13.75281544;-25.36757605
-54.701;85.1;-15.83297179;-25.68706827
-53.669;85.1;-19.35555242;-40.77936853
-52.663;85.1;-21.50256905;-77.11195199
-51.686;85.1;-19.21000096;-111.2307508
-50.675;85.1;-15.67564382;-124.6686824
-49.714;85.1;-12.64509992;-124.6473548
-48.708;85.1;-10.7009262;-126.6855035
-47.665;85.1;-8.719131715;-122.6850885
-46.621;85.1;-7.132588179;-125.8314899
-45.638;85.1;-5.729523767;-120.9223801
-44.654;85.1;-4.766649294;-121.1890899
-43.726;85.1;-4.065994884;-117.0693232
-42.627;85.1;-3.162874285;-117.3323607
-41.737;85.1;-2.62082061;-114.1784201
-40.683;85.1;-2.025758398;-113.4178965
-39.661;85.1;-1.41596634223877;-111.300610260774
-38.656;85.1;-0.909215992229015;-111.549100742836
-37.585;85.1;-0.341517591528528;-110.04884322093
-36.656;85.1;0.24353190814066;-109.399694133958
-35.695;85.1;0.741973885814424;-108.020576584657
-34.635;85.1;1.22476430441672;-108.03828411454
-33.706;85.1;1.70673629375843;-107.40150239466
-32.6299999999999;85.1;2.14733193173611;-107.535109648762
-31.652;85.1;2.63023895350923;-107.52182163596
-30.729;85.1;3.11240396103277;-106.640360863356
-29.609;85.1;3.68414998627744;-106.310486987914
-28.631;85.1;4.3121548276412;-107.15555887028
-27.62;85.1;4.81602411431865;-107.647002058932
-26.659;85.1;5.42955617501563;-106.894918144431
-25.631;85.1;5.90128345571915;-107.403332809235
-24.632;85.1;6.44156227120727;-107.416356878775
-23.654;85.1;6.98551451242208;-108.799672627456
-22.649;85.1;7.51868063125697;-110.50947568084
-21.638;85.1;8.11283949597952;-110.720147499042
-20.677;85.1;8.56785558605352;-113.181660628788
-19.726;85.1;9.05103181261413;-114.113016319087
-18.721;85.1;9.50398486221537;-116.578924066753
-17.633;85.1;9.86239638492514;-118.439558502607
-16.65;85.1;10.1818036559859;-120.140741420839
-15.7;85.1;10.4507024842936;-121.865470566425
-14.695;85.1;10.6626067790385;-124.087165166258
-13.728;85.1;10.8426817911896;-125.248285502804
-12.668;85.1;10.9600298900884;-126.690860598975
-11.657;85.1;11.0438695701297;-127.571637744792
-10.652;85.1;11.052443061336;-127.834738219148
-9.723;85.1;11.0326770521687;-127.904584449844
-8.691;85.1;11.07795413485;-127.051417723302
-7.647;85.1;11.1498253632046;-126.429153046172
-6.697;85.1;11.2470395380311;-124.790452480924
-5.702;85.1;11.4416718844599;-123.385996209855
-4.637;85.1;11.633095034918;-122.483294534136
-3.631;85.1;11.8450072261558;-121.870586920768
-2.654;85.1;11.9981396954366;-121.762591914426
-1.692;85.1;12.0654420000513;-121.683171087619
-0.704;85.1;12.063894272078;-121.413801844311
0.335;85.1;11.9820972742888;-121.451616469643
1.34;85.1;11.8355125993736;-120.000728389763
2.312;85.1;11.7175040238293;-118.433604286343
3.323;85.1;11.6386987871277;-115.995355215404
4.279;85.1;11.6144471121787;-113.253913542674
5.378;85.1;11.7294304822444;-110.59219034033
6.262;85.1;11.8080690381696;-108.939334639441
7.289;85.1;11.9237678381418;-108.139120100473
8.344;85.1;11.7523365870274;-106.659951839759
9.333;85.1;11.670055058499;-104.368020989799
10.2719999999999;85.1;11.3698553119263;-104.327301925227
11.299;85.1;11.1063469108406;-99.6464197056462
12.277;85.1;10.7790357428684;-96.6476207584831
13.359;85.1;10.6460287474671;-91.5739983050295
14.381;85.1;10.6157655318816;-88.3410480355138
15.326;85.1;10.6256452201498;-86.0669037397479
16.281;85.1;10.5271060974004;-84.2396705121124
17.298;85.1;10.2144381721029;-81.4587294238923
18.319;85.1;9.85800616019091;-78.845416506539
19.319;85.1;9.48071284591191;-75.3125695070449
20.39;85.1;9.18566191977971;-71.0692653221579
21.3459999999999;85.1;9.04186843550278;-65.6440270158161
22.2739999999999;85.1;8.94441931930511;-62.4523206234962
23.285;85.1;8.78803095255953;-58.6099510412984
24.258;85.1;8.30311489841955;-56.0293360632559
25.2789999999999;85.1;7.75061303755363;-51.529421183276
26.372;85.1;7.2813222197685;-45.3036257059676
27.378;85.1;6.98141314798716;-39.4629986776616
28.35;85.1;6.84042994022761;-35.1673121970344
29.383;85.1;6.6337367850048;-32.3116502277992
30.388;85.1;6.17157144755344;-28.5057831000445
31.366;85.1;5.32308661162467;-26.8744463664544
32.365;85.1;4.46615280365073;-19.4248085272308
33.327;85.1;4.04158357953531;-13.4675474299253
34.359;85.1;4.11003618865434;-5.72211280073034
35.365;85.1;4.10634176443969;-2.8905532220261
36.348;85.1;3.70216941271018;-1.06993132528579
37.403;85.1;2.54390481572193;0.949728803806381
38.331;85.1;1.24714928714965;7.25689049392494
39.364;85.1;-0.138968906556918;17.8036107216646
40.352;85.1;0.828209106;28.4971732
41.341;85.1;1.332886711;35.23970636
42.352;85.1;1.44710193;33.41919697
43.319;85.1;0.595560228;25.93524116
44.406;85.1;-1.398693282;18.3034867
45.357;85.1;-5.700327015;30.78209078
46.291;85.1;-7.315657233;64.15574938
47.323;85.1;-4.131817362;81.44634025
48.384;85.1;-1.790099587;83.49336698
49.279;85.1;-1.3250781;68.16400682
50.295;85.1;-1.413589276;56.4773645
51.328;85.1;-4.005601253;44.48583034
52.361;85.1;-7.849372422;28.58393786
53.289;85.1;-14.86865868;40.27738471
54.289;85.1;-18.22582873;111.3885213
55.266;85.1;-11.14615963;136.9750985
56.266;85.1;-7.488706704;131.2204068
57.354;85.1;-5.310198296;125.4463628
58.359;85.1;-4.08260225;114.6190069
59.32;85.1;-3.114690734;104.8245486
60.359;85.1;-3.076850236;93.06720451
61.364;85.1;-3.898981872;79.30409573
62.342;85.1;-5.844050086;68.44546663
63.363;85.1;-9.715808751;48.89895064
64.325;85.1;-16.82736851;31.18857596
65.357;85.1;-31.04456552;-89.88039047
66.368;85.1;-14.96058251;-144.4073709
67.346;85.1;-11.14793801;-148.9256097
68.362;85.1;-8.502809211;-152.1401565
69.34;85.1;-6.6752285;-154.9767278
70.367;85.1;-5.119175199;-159.2936455
71.295;85.1;-4.434703136;-165.0786665
72.317;85.1;-3.95592192;-169.3902012
73.388;85.1;-4.585975147;-175.497163
74.388;85.1;-5.588999053;-179.4009233
75.349;85.1;-6.990589675;178.7517851
76.283;85.1;-8.072898403;-177.2706965
77.283;85.1;-9.326906597;-175.2551197
78.316;85.1;-9.589007041;-175.8853383
79.37;85.1;-10.96536648;177.7069269
80.31;85.1;-12.22254503;176.7581773
81.321;85.1;-15.21360154;170.6163038
82.381;85.1;-19.28153517;174.5238835
83.342;85.1;-21.53601198;-156.7851761
84.325;85.1;-22.97735682;-135.1440564
85.276;85.1;-21.11212834;-129.6665037
86.374;85.1;-24.10827879;-145.4247566
87.314;85.1;-27.29814181;-151.5968351
88.341;85.1;-36.1721388;111.8467716
89.291;85.1;-30.08107752;20.16435522
90.329;85.1;-25.45626872;-11.05339022
91.296;85.1;-24.30548077;-31.48824195
92.345;85.1;-23.29241318;-46.56500718
93.329;85.1;-26.80641598;-57.12953214
94.378;85.1;-34.52821178;-54.24936367
95.372;85.1;-35.92940765;13.36486233
96.328;85.1;-27.84998775;38.47042109
97.328;85.1;-24.0229179;24.5500544
98.355;85.1;-22.79064103;4.732117684
99.377;85.1;-20.62671101;-10.20443192
100.316;85.1;-20.33621754;-17.65705238
101.332;85.1;-21.15044306;-18.57806396
102.304;85.1;-22.08188313;-6.440517537
103.299;85.1;-22.13633165;21.75819911
104.265;85.1;-20.23549796;43.71301556
105.276;85.1;-18.46679516;61.31143711
106.314;85.1;-17.4572723;63.74717103
107.347;85.1;-17.46991231;62.91635626
108.308;85.1;-18.61207963;65.29719915
109.325;85.1;-21.78674476;72.0092596
110.308;85.1;-25.35883635;88.77044733
111.324;85.1;-27.65593187;132.0518939
112.302;85.1;-25.50089336;168.6022857
113.329;85.1;-24.958472;-170.2602394
114.329;85.1;-25.80890363;-162.8588413
115.307;85.1;-30.8637274;-169.5196061
116.317;85.1;-44.07835049;111.0287708
117.29;85.1;-29.08753985;37.98530118
118.339;85.1;-24.11453772;45.49739471
119.35;85.1;-23.07319482;56.02645165
120.327;85.1;-24.87922556;64.18908551
121.344;85.1;-29.52019412;81.25215439
122.305;85.1;-38.1126198;-163.7359138
123.354;85.1;-29.37532309;-129.8840254
124.272;85.1;-23.22468197;-116.8922651
125.37;85.1;-20.62553297;-113.1694297
126.277;85.1;-19.17749814;-105.5379432
127.364;85.1;-19.48876444;-103.6132807
128.391;85.1;-20.69727485;-99.26314998
129.287;85.1;-23.16555698;-107.6042096
130.352;85.1;-24.41400264;-132.2635394
131.286;85.1;-23.18273827;-148.5760776
132.308;85.1;-21.38633621;-152.5349259
133.374;85.1;-21.42150738;-154.9943682
134.341;85.1;-20.96212578;-155.890147
135.269;85.1;-20.66431239;-151.544437
136.362;85.1;-21.47617316;-149.5838336
137.307;85.1;-22.42380491;-146.3098754
138.312;85.1;-24.21689667;-145.7245995
139.383;85.1;-24.95245107;-156.0191159
140.345;85.1;-25.38321997;-154.2404559
141.333;85.1;-24.68566528;-154.4940079
142.273;85.1;-24.47972505;-146.9287057
143.3;85.1;-25.22809495;-143.8491658
144.278;85.1;-26.06511219;-138.0893361
145.321;85.1;-26.47085691;-134.3112524
146.382;85.1;-26.82299925;-132.0847502
147.321;85.1;-27.46082446;-130.9770236
148.31;85.1;-28.2567371;-124.1044132
149.381;85.1;-27.98880616;-116.353212
150.326;85.1;-28.50957023;-121.6260586
151.386;85.1;-29.28222001;-116.3257714
152.386;85.1;-28.85414455;-115.7524341
153.314;85.1;-27.38452209;-115.1274963
154.325;85.1;-27.2423697;-119.7692586
155.39;85.1;-26.34646794;-123.0392558
156.363;85.1;-25.11576546;-121.7226695
157.296;85.1;-24.46693586;-122.795246
158.307;85.1;-25.24475516;-129.6678325
159.296;85.1;-25.43767566;-140.1560845
160.312;85.1;-25.3753218;-148.0535266
161.383;85.1;-25.63069872;-154.6377643
162.356;85.1;-27.54540151;-166.0925867
163.339;85.1;-28.71812967;179.9177513
164.278;85.1;-30.19758042;165.9388774
165.338;85.1;-32.93727192;159.1500264
166.366;85.1;-35.03334706;155.6388244
167.36;85.1;-35.61604913;141.9775046
168.338;85.1;-35.45506445;105.4600413
169.272;85.1;-36.67772351;70.77750382
170.288;85.1;-40.33680746;69.97647141
171.364;85.1;-40.33226251;99.82228623
172.364;85.1;-39.69572435;115.7736745
173.315;85.1;-45.62115146;61.49476725
174.369;85.1;-44.44625534;-5.03496519
175.314;85.1;-37.05344966;-22.02280859
176.308;85.1;-34.03954418;-4.665072259
177.39;85.1;-35.21044873;16.57024102
178.396;85.1;-34.54529403;49.28047013
179.082;85.1;-33.57810386;99.41010713
-178.995;90.07;-31.83772786;157.4776392
-178.396;90.07;-33.77080769;-171.1932432
-177.38;90.07;-34.5653677;-114.2403437
-176.32;90.07;-30.80409982;-44.27760611
-175.304;90.07;-29.04910115;-14.79920032
-174.353;90.07;-27.20586284;19.68581915
-173.288;90.07;-25.34659785;50.22145476
-172.326;90.07;-24.57886323;69.75511356
-171.343;90.07;-23.11060248;92.21781593
-170.382;90.07;-23.57305923;121.8097129
-169.3;90.07;-24.50413372;160.3424141
-168.283;90.07;-26.84847227;-149.0295319
-167.372;90.07;-28.40082887;-98.00052905
-166.306;90.07;-27.78926954;-42.5798718
-165.339;90.07;-24.93635722;-5.155042582
-164.334;90.07;-22.99879819;23.17915867
-163.356;90.07;-22.79003216;52.2594182
-162.318;90.07;-24.56187567;77.98386423
-161.373;90.07;-28.86133412;109.0110815
-160.346;90.07;-37.72241544;143.6087313
-159.319;90.07;-36.07820213;-69.90403198
-158.291;90.07;-31.53971914;-28.10325032
-157.347;90.07;-29.54896814;18.61280086
-156.319;90.07;-27.19753211;49.41175874
-155.375;90.07;-27.1340398;87.00950034
-154.292;90.07;-28.35057011;118.8943765
-153.282;90.07;-34.49340875;138.9967073
-152.276;90.07;-36.18219979;-19.41805646
-151.315;90.07;-27.16771264;1.106291362
-150.31;90.07;-23.23234845;23.72144193
-149.371;90.07;-21.92589375;47.19176069
-148.327;90.07;-22.27816096;78.37951405
-147.283;90.07;-23.74315805;104.4338187
-146.344;90.07;-29.11347548;129.5787729
-145.284;90.07;-51.9523838;112.6663154
-144.322;90.07;-32.7020726;13.39707722
-143.284;90.07;-25.79631799;42.34504461
-142.383;90.07;-24.30538135;63.32023051
-141.268;90.07;-26.18060538;91.79445526
-140.362;90.07;-31.74204389;125.6521676
-139.318;90.07;-37.25340712;-119.8224533
-138.34;90.07;-31.13550306;-44.75318103
-137.308;90.07;-26.12188262;7.068849032
-136.319;90.07;-23.27966291;39.25029918
-135.303;90.07;-23.87121768;62.10459476
-134.38;90.07;-27.97433118;82.0627132
-133.292;90.07;-40.38953037;128.9428723
-132.287;90.07;-33.54263586;-20.71092792
-131.353;90.07;-26.87318685;11.11517416
-130.276;90.07;-22.25678338;38.85254051
-129.26;90.07;-22.73528109;65.65772505
-128.321;90.07;-25.63032783;96.4372858
-127.255;90.07;-30.55728188;150.4638832
-126.239;90.07;-35.24347653;-89.37001342
-125.349;90.07;-27.47404742;-40.07299421
-124.36;90.07;-26.5242471;-4.922926307
-123.316;90.07;-29.78962454;59.17063136
-122.317;90.07;-26.52473683;120.9464215
-121.3;90.07;-26.7493958;165.3270448
-120.378;90.07;-27.11180974;-128.9961633
-119.295;90.07;-24.74217464;-89.68479415
-118.395;90.07;-27.19598004;-53.85213873
-117.351;90.07;-29.89981474;19.84798093
-116.28;90.07;-28.79737947;100.4445076
-115.379;90.07;-27.29614732;151.5632122
-114.275;90.07;-25.28080505;-149.8483183
-113.308;90.07;-25.09428773;-103.4190028
-112.347;90.07;-24.06398062;-60.99843121
-111.341;90.07;-26.48491972;-13.85191597
-110.303;90.07;-30.11085489;44.9772273
-109.342;90.07;-27.85165161;114.8114323
-108.337;90.07;-28.32479261;-179.8098951
-107.386;90.07;-24.40952611;-125.7263788
-106.282;90.07;-23.69563982;-85.48690401
-105.277;90.07;-24.01533373;-36.66380125
-104.294;90.07;-24.61037158;5.223164782
-103.327;90.07;-27.90752429;53.40210946
-102.311;90.07;-29.4442165;121.9617094
-101.382;90.07;-27.56358985;-163.7532409
-100.295;90.07;-24.8264922;-112.7156776
-99.284;90.07;-22.64501455;-71.73124544
-98.366;90.07;-22.40887351;-36.96604911
-97.356;90.07;-21.89400204;0.59751719
-96.372;90.07;-24.54790519;30.62439444
-95.257;90.07;-31.38450916;85.69140555
